movieId,overview,director,actors
390,"A trio of thrill-seeking go-go dancers kidnap a young girl and attempt to seduce an old rancher and his two sons out of their small fortune, but their scheme doesn't play out as intended.",Russ Meyer,"['Tura Satana', 'Haji', 'Lori Williams', 'Sue Bernard', 'Stuart Lancaster']"
391,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,Doug McHenry,"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine', 'Eddie Griffin', 'Suzzanne Douglas']"
392,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,Dave Borthwick,"['Nick Upton', 'Deborah Collard', 'Frank Passingham', 'Pete Townshend']"
393,"Bison, the ruthless leader of the international terrorist organization Shadowlaw, has been desperately searching for the greatest fighter on the planet for years. He finds it in Ryu, a young wanderer who never stays in one place long enough for Bison to find him. He does, however, get a fix on Ken Masters, an American martial arts champion who studied with Ryu as a child under the same master. Meanwhile, Major Guile of the United States Army is forced to team up with Chun Li from China in hopes of apprehending Bison and putting a stop his international ring of crime.",Gisaburō Sugii,"['Koujiro Shimizu', 'Kenji Haga', 'Miki Fujitani', 'Masane Tsukayama', 'Takeshi Kusaka']"
394,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",Wallace Wolodarsky,"['Jason Priestley', 'Kimberly Williams-Paisley', 'Janeane Garofalo', 'Robert Loggia', 'Peter Riegert']"
395,,,
396,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",Paul Warner,"['Stephen Baldwin', 'Sheryl Lee', 'Jason London', 'David Arquette', 'Jonah Blechman']"
397,"More terror/magic hijinks from Penn &amp; Teller, with support from some other players. Paul Provenza spends the whole show trapped in a system of giant tubes. Skits include a new director and an auditioning starlet who can and will do anything, and the Three Stooges on a construction project. Other notable tricks include earthworms finding a photo from a stack, a borrowed ring apparently cut from a volunteer's stomach, and a bullet swap.",Declan Lowney,"['Penn Jillette', 'Teller', 'Kari Coleman', 'David Strickland', 'Paul Provenza']"
398,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",Theodore Thomas,"['Frank Thomas', 'Ollie Johnston', 'Glen Keane', 'Andrew Gaskill', 'John Canemaker']"
399,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",Lucas Platt,"['Erika Eleniak', 'William McNamara', 'Michael Lerner', 'Bud Cort', 'Ed Lauter']"
400,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",Ross Kagan Marks,"['Blythe Danner', 'Frank Whaley', 'Sheryl Lee', 'Danny Nucci', 'Bruce Davison']"
401,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,Paul Williams,"['Edward James Olmos', 'Sean Young', 'James Andronica', 'Sayed Badreya', 'Susan Helen Emerson']"
402,,,
403,"After being falsely accused of a murder, Marcos runs away to the small and quiet town of Cuevano. There he finds that the family matters are more complicated than his.",Roberto Sneider,"['Damián Alcázar', 'Pedro Armendáriz Jr.', 'Dolores Heredia', 'José Carlos Ruiz', 'Margarita Isabel']"
404,,,
405,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",Andrew Morahan,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger', 'Mako', 'Martin Neufeld']"
406,,,
407,An insurance investigator begins discovering the impact a horror writer's books has on his fans is more than inspirational.,John Carpenter,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow', 'David Warner', 'John Glover']"
408,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",John G. Avildsen,"['Luke Perry', 'Stephen Baldwin', 'Red Mitchell', 'Cynthia Geary', 'James Rebhorn']"
409,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",Jeff Pollack,"['Duane Martin', 'Tupac Shakur', 'Bernie Mac', 'Marlon Wayans', 'Leon']"
410,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",Barry Sonnenfeld,"['Anjelica Huston', 'Raúl Juliá', 'Christopher Lloyd', 'Joan Cusack', 'Christina Ricci']"
411,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",Thomas Schlamme,['Martin Lawrence']
412,"A documentary about the making of director Martin Scorsese's 1993 film adaptation of Edith Wharton's Pulitzer Prize-winning novel, The Age of Innocence. It features a conversation between Scorsese and the star of the film, Daniel Day Lewis, as well as rare behind-the-scenes footage.",Laura Davis,"['Martin Scorsese', 'Daniel Day-Lewis', 'Michael Ballhaus', 'Nicholas Pileggi', 'Dante Ferretti']"
413,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,Michael Lehmann,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler', 'Joe Mantegna', 'Chris Farley']"
414,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",Paul Michael Glaser,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez', ""Mabutho 'Kid' Sithole"", 'Sean McCann']"
415,A pair of immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where an important Mafia trial witness is believed to be heading.,John Badham,"['Richard Dreyfuss', 'Emilio Estevez', ""Rosie O'Donnell"", 'Dennis Farina', 'Miguel Ferrer']"
416,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",Jonathan Kaplan,"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell', 'Drew Barrymore', 'James Russo']"
417,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",Whit Stillman,"['Taylor Nichols', 'Chris Eigeman', 'Tushka Bergen', 'Mira Sorvino', 'Pep Munné']"
418,,,
419,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",Penelope Spheeris,"['Jim Varney', 'Diedrich Bader', 'Erika Eleniak', 'Cloris Leachman', 'Lily Tomlin']"
420,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo', 'Timothy Carhart', 'John Saxon']"
421,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",Caroline Thompson,"['Alan Cumming', 'Docs Keepin Time', 'Sean Bean', 'David Thewlis', 'Jim Carter']"
422,,,
423,"Blown Away tells the story of Jimmy Dove, who works for the Boston bomb squad. Shortly after Dove leaves the force, his partner is killed by a bomb that Dove thinks might have been made by someone he knows.",Stephen Hopkins,"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis', 'Lloyd Bridges', 'Forest Whitaker']"
424,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",William Friedkin,"['Nick Nolte', ""Shaquille O'Neal"", 'Mary McDonnell', ""Ed O'Neill"", 'J. T. Walsh']"
425,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons testing in 1950s America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",Tony Richardson,"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe', 'Carrie Snodgress', 'Amy Locane']"
426,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",Abel Ferrara,"['Terry Kinney', 'Meg Tilly', 'Gabrielle Anwar', 'Reilly Murphy', 'Billy Wirth']"
427,"A top surgeon is besotted with a beautiful woman who once rebuffed him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy.",Jennifer Lynch,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton', 'Art Garfunkel', 'Betsy Clark']"
428,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra', 'Taral Hicks']"
429,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",Adam Resnick,"['Chris Elliott', 'Ritch Brinkley', 'James Gammon', 'Brian Doyle-Murray', 'Brion James']"
430,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.",John Whitesell,"['Gabriel Olds', 'Jason Priestley', ""Jerry O'Connell"", 'Joe Pantoliano', 'Steve Railsback']"
431,"Free after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld. Reconnecting with his dancer girlfriend, Carlito gets entangled in the shady dealings of his friend Dave Kleinfeld, who also serves as his lawyer. An encounter with shifty gangster Benny Blanco sets the duo on a dangerous path.",Brian De Palma,"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller', 'John Leguizamo', 'Ingrid Rogers']"
432,"Mitch Robbins' 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.",Paul Weiland,"['Billy Crystal', 'Daniel Stern', 'Jon Lovitz', 'Jack Palance', 'Patricia Wettig']"
433,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",Mick Jackson,"['Dana Carvey', 'Valeria Golino', 'James Earl Jones', 'Kevin Pollak', 'Michael Gambon']"
434,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",Renny Harlin,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner', 'Rex Linn']"
435,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",Steve Barron,"['Dan Aykroyd', 'Jane Curtin', 'Michael McKean', 'Laraine Newman', 'Jason Alexander']"
436,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,Richard Rush,"['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren', 'Scott Bakula']"
437,"When the police discover that a mob hitman has moved in next door to the Robbersons, they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone and his young partner Tony Moore are assigned to the stakeout, but now it is a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help, and by doing so, drive Jake crazy.",Michael Ritchie,"['Chevy Chase', 'Jack Palance', 'Dianne Wiest', 'Robert Davi', 'David Barry Gray']"
438,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",Gregg Champion,"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott', 'Ernie Hudson', 'Marg Helgenberger']"
439,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",Abel Ferrara,"['Harvey Keitel', 'Madonna', 'James Russo', 'Nancy Ferrara', 'Reilly Murphy']"
440,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,Ivan Reitman,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella', 'Kevin Dunn', 'Ving Rhames']"
441,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",Richard Linklater,"['Jason London', 'Matthew McConaughey', 'Joey Lauren Adams', 'Rory Cochrane', 'Wiley Wiggins']"
442,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",Marco Brambilla,"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne', 'Benjamin Bratt']"
443,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).",Bruce Brown,"[""Robert 'Wingnut' Weaver"", ""Patrick O'Connell"", 'Bruce Brown']"
444,,,
445,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",Carl Reiner,"['Armand Assante', 'Sherilyn Fenn', 'Kate Nelligan', 'Sean Young', 'Christopher McDonald']"
446,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,Chen Kaige,"['Leslie Cheung Kwok-Wing', 'Zhang Fengyi', 'Gong Li', 'Lü Qi', 'Ying Da']"
447,"On the eve of her high school reunion, bored housewife Kathy convinces her single best friend Emily to seduce an old flame Tom, so she can get all the juicy details. But when Emily falls for Tom, it's like high school all over again!",Donald Petrie,"['Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman', 'Brad Pitt', 'Larry Miller']"
448,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",Peter Weir,"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez', 'Tom Hulce', 'John Turturro']"
449,,,
450,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",Alek Keshishian,"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly', 'Patrick Dempsey', 'Josh Hamilton']"
451,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",Steve Kloves,"['Meg Ryan', 'Dennis Quaid', 'James Caan', 'Gwyneth Paltrow', 'Julia McNeal']"
452,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,John Irvin,"['Mia Farrow', 'Joan Plowright', 'Natasha Richardson', 'Adrian Dunbar', 'Jim Broadbent']"
453,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",Barry Sonnenfeld,"['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins', 'Fyvush Finkel', 'Sandra Reaves-Phillips']"
454,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman', 'Hal Holbrook', 'Terry Kinney']"
455,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",Simon Wincer,"['Jason James Richter', 'Keiko', 'Lori Petty', 'August Schellenberg', 'Michael Madsen']"
456,"Death and violence anger twelve year old drug courier Fresh, who sets his rival employers against each other.",Boaz Yakin,"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson', ""N'Bushe Wright"", 'Ron Brice']"
457,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Joe Pantoliano', 'Jeroen Krabbé', 'Daniel Roebuck']"
458,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",Walter Hill,"['Jason Patric', 'Gene Hackman', 'Robert Duvall', 'Wes Studi', 'Matt Damon']"
459,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",Roger Donaldson,"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen', 'James Woods', 'David Morse']"
460,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.",Howard Deutch,"['Macaulay Culkin', 'Ted Danson', 'Glenne Headly', 'Saul Rubinek', 'Gailard Sartain']"
461,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",Rose Troche,"['Guinevere Turner', 'V.S. Brodie', 'T. Wendy McMillan', 'Migdalia Melendez', 'Anastasia Sharp']"
462,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",Bruce Beresford,"['Colin Friels', 'Sean Connery', 'John Lithgow', 'Diana Rigg', 'Joanne Whalley']"
463,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",Sidney Lumet,"['Rebecca De Mornay', 'Don Johnson', 'Stephen Lang', 'Jack Warden', 'Dana Ivey']"
464,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",John Woo,"['Jean-Claude Van Damme', 'Arnold Vosloo', 'Lance Henriksen', 'Yancy Butler', 'Sven-Ole Thorsen']"
465,"In a small Vietnamese village torn apart by war, a young woman faces unimaginable horrors before deciding to escape to the city. There, she encounters a compassionate Marine who offers her hope and a chance at a new life, igniting the possibility of a future together.",Oliver Stone,"['Hiep Thi Le', 'Tommy Lee Jones', 'Haing S. Ngor', 'Joan Chen', 'Thuan K. Nguyen']"
466,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",Jim Abrahams,"['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino', 'Richard Crenna', 'Rowan Atkinson']"
467,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",Julianna Lavin,"['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson', 'Laila Robins', 'Lora Zane']"
468,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",Christopher Monger,"['Hugh Grant', 'Tara Fitzgerald', 'Colm Meaney', 'Ian McNeice', 'Ian Hart']"
469,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",Bille August,"['Meryl Streep', 'Glenn Close', 'Jeremy Irons', 'Winona Ryder', 'Antonio Banderas']"
470,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",Eric Meza,"['Christopher Reid', 'Christopher Martin', 'Angela Means', 'Khandi Alexander', 'Bernie Mac']"
471,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,Joel Coen,"['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman', 'Charles Durning', 'John Mahoney']"
472,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",James L. Brooks,"['Nick Nolte', 'Whittni Wright', 'Albert Brooks', 'Julie Kavner', 'Joely Richardson']"
473,"Bones Conway and Jack Kaufman, two misguided youths, join the reserves to make some easy money for their entrepreneurial dreams. Unfortunately, no sooner than they finish basic training they find themselves at war as part of the water purification team.",Daniel Petrie Jr.,"['Pauly Shore', 'Andy Dick', 'Lori Petty', 'David Alan Grier', 'Esai Morales']"
474,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",Wolfgang Petersen,"['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole']"
475,"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.",Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson', 'John Lynch', 'Corin Redgrave']"
476,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,Matty Rich,"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas', 'Glynn Turman', 'Vanessa Bell Calloway']"
477,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,Brian Gibson,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway', 'Jenifer Lewis', 'Khandi Alexander']"
478,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",Barry Levinson,"['Joe Pesci', 'Christian Slater', 'Victoria Abril', 'Jason Beghe', 'John Cothran']"
479,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",Stephen Hopkins,"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary', 'Stephen Dorff', 'Jeremy Piven']"
480,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck']"
481,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",Dominic Sena,"['Brad Pitt', 'David Duchovny', 'Juliette Lewis', 'Michelle Forbes', 'Sierra Pecheur']"
482,,,
483,"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",Steven Soderbergh,"['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn', 'Karen Allen', 'Spalding Gray']"
484,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",Daniel Petrie,"['Tom Guiry', 'Helen Slater', 'Jon Tenney', 'Brittany Boyd', 'Frederic Forrest']"
